日ID,日序,周次,阶段,Primary LQ,Secondary LQ,周次功能,核心生命问题,生命痛点,今日核心经文,P证据,L证据,J证据,NT-DIS原则,一句话主题,日类型,每日核心信息,今日反思入口,今日自我选择,今日实践,关系/伙伴反馈,使命连接,生命果子,证据等级,内容状态
W30D04,4,30,III 进入生活,LQ06,LQ05,家庭门训,家庭可以成为门训的地方吗？,信仰常被留在礼拜堂，家庭只处理成绩、钱、家务和冲突。,路2：41-52,家庭中的养育与主的教训,路2：41-52,约15：9-17,连接→实践→陪伴,家庭关系本身，就是跟随基督的地方。,对照,把自己的旧习惯与新约的方向放在一起看：信仰不只发生在教会，家庭关系本身就是跟随基督、彼此建造的地方。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：家庭关系本身，就是跟随基督的地方。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从家庭功能转向家庭门训,A,待编写
W30D05,5,30,III 进入生活,LQ06,LQ05,家庭门训,家庭可以成为门训的地方吗？,信仰常被留在礼拜堂，家庭只处理成绩、钱、家务和冲突。,约15：9-17,家庭中的养育与主的教训,路2：41-52,约15：9-17,连接→实践→陪伴,家庭关系本身，就是跟随基督的地方。,行动,把今天的回应缩小成一个可执行动作：一周一次家庭经文/感谢/分享时间。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：一周一次家庭经文/感谢/分享时间。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从家庭功能转向家庭门训,A,待编写
W30D06,6,30,III 进入生活,LQ06,LQ05,家庭门训,家庭可以成为门训的地方吗？,信仰常被留在礼拜堂，家庭只处理成绩、钱、家务和冲突。,家庭中的养育与主的教训,家庭中的养育与主的教训,路2：41-52,约15：9-17,连接→实践→陪伴,家庭关系本身，就是跟随基督的地方。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴问“家里发生了什么真实改变？”,我在家里是教导别人，还是与他们一起跟随？,建立可持续的家庭节奏,从家庭功能转向家庭门训,A,待编写
W30D07,7,30,III 进入生活,LQ06,LQ05,家庭门训,家庭可以成为门训的地方吗？,信仰常被留在礼拜堂，家庭只处理成绩、钱、家务和冲突。,弗6：1-4,家庭中的养育与主的教训,路2：41-52,约15：9-17,连接→实践→陪伴,家庭关系本身，就是跟随基督的地方。,回顾,回顾这一周：我有没有从这个生命问题走出一点新的方向？下一步只保留一个继续操练的重点。,这周什么真的改变了一点？什么仍需要继续？,这一周我更像：①没有变化 ②有一个小变化 ③准备继续,写下“一个改变、一个未完成、一个下一步”。,伙伴问“家里发生了什么真实改变？”,把这一周的学习带进下一周，而不是停在课程结束。,从家庭功能转向家庭门训,A,待编写
W31D01,1,31,III 进入生活,LQ08,LQ03,职业与使命,职业可以成为使命吗？,觉得使命只能靠教会项目或全职服事完成。,林前7：17,弗2：10,路19：1-10,约20：21,连接→见证→使命,跟随基督不一定离开原来的生活，而是在自己的处境中忠心。,看见,先看见自己正在经历的“职业可以成为使命吗？”，不用急着改变，先辨认它在生活中什么时候出现。,今天什么时候最容易出现这个问题：“职业可以成为使命吗？”？,我今天更像：①没有留意 ②已经看见 ③正在面对,记录一次真实场景，只写“发生了什么”，不急着评价自己。,可以只分享一个真实场景，不解释、不辩护。,先让福音进入自己的真实生活。,从职业谋生转向职业见证,A,待编写
W31D02,2,31,III 进入生活,LQ08,LQ03,职业与使命,职业可以成为使命吗？,觉得使命只能靠教会项目或全职服事完成。,弗2：10,弗2：10,路19：1-10,约20：21,连接→见证→使命,跟随基督不一定离开原来的生活，而是在自己的处境中忠心。,挖根,今天往里走一步：当“职业可以成为使命吗？”出现时，我最怕失去、最想抓住或最想证明的是什么？,如果暂时不急着解决，我真正担心的是什么？,我目前更像：①被反应推着走 ②开始辨认根源 ③愿意停下来,为今天发现的根源写下一句话：我真正害怕/抓住/证明的是______。,伙伴只问“你发现了什么？”，不急着给答案。,把自己的发现带进一个具体关系。,从职业谋生转向职业见证,A,待编写
W31D03,3,31,III 进入生活,LQ08,LQ03,职业与使命,职业可以成为使命吗？,觉得使命只能靠教会项目或全职服事完成。,林前7：17,弗2：10,路19：1-10,约20：21,连接→见证→使命,跟随基督不一定离开原来的生活，而是在自己的处境中忠心。,回经文,回到林前7：17：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“职业可以成为使命吗？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用林前7：17安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从职业谋生转向职业见证,A,待编写
W31D04,4,31,III 进入生活,LQ08,LQ03,职业与使命,职业可以成为使命吗？,觉得使命只能靠教会项目或全职服事完成。,路19：1-10,弗2：10,路19：1-10,约20：21,连接→见证→使命,跟随基督不一定离开原来的生活，而是在自己的处境中忠心。,对照,把自己的旧习惯与新约的方向放在一起看：跟随基督不一定离开原来的生活，而是在自己的职业和处境中忠心、见证、服事。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：跟随基督不一定离开原来的生活，而是在自己的处境中忠心。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从职业谋生转向职业见证,A,待编写
W31D05,5,31,III 进入生活,LQ08,LQ03,职业与使命,职业可以成为使命吗？,觉得使命只能靠教会项目或全职服事完成。,约20：21,弗2：10,路19：1-10,约20：21,连接→见证→使命,跟随基督不一定离开原来的生活，而是在自己的处境中忠心。,行动,把今天的回应缩小成一个可执行动作：本周刻意帮助一位与自己职业无关的人。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：本周刻意帮助一位与自己职业无关的人。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从职业谋生转向职业见证,A,待编写
W31D06,6,31,III 进入生活,LQ08,LQ03,职业与使命,职业可以成为使命吗？,觉得使命只能靠教会项目或全职服事完成。,弗2：10,弗2：10,路19：1-10,约20：21,连接→见证→使命,跟随基督不一定离开原来的生活，而是在自己的处境中忠心。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴问“你的职业正在祝福谁？”,我的职业每天接触谁？这些人能从我身上看见什么？,让职场成为邻舍与使命现场,从职业谋生转向职业见证,A,待编写
W31D07,7,31,III 进入生活,LQ08,LQ03,职业与使命,职业可以成为使命吗？,觉得使命只能靠教会项目或全职服事完成。,林前7：17,弗2：10,路19：1-10,约20：21,连接→见证→使命,跟随基督不一定离开原来的生活，而是在自己的处境中忠心。,回顾,回顾这一周：我有没有从这个生命问题走出一点新的方向？下一步只保留一个继续操练的重点。,这周什么真的改变了一点？什么仍需要继续？,这一周我更像：①没有变化 ②有一个小变化 ③准备继续,写下“一个改变、一个未完成、一个下一步”。,伙伴问“你的职业正在祝福谁？”,把这一周的学习带进下一周，而不是停在课程结束。,从职业谋生转向职业见证,A,待编写
W32D01,1,32,III 进入生活,LQ02,LQ08,资源成为祝福,我拥有的东西怎样成为别人的祝福？,时间、钱、技能、关系都容易只围绕自己和家庭。,林后9：6-8,徒20：35,路12：13-21,约12：24-26,拥有→分辨→给予,神给我的资源不只是为了拥有，也是为了给予。,看见,先看见自己正在经历的“我拥有的东西怎样成为别人的祝福？”，不用急着改变，先辨认它在生活中什么时候出现。,今天什么时候最容易出现这个问题：“我拥有的东西怎样成为别人的祝福？”？,我今天更像：①没有留意 ②已经看见 ③正在面对,记录一次真实场景，只写“发生了什么”，不急着评价自己。,可以只分享一个真实场景，不解释、不辩护。,先让福音进入自己的真实生活。,从拥有转向管家,A,待编写
W32D02,2,32,III 进入生活,LQ02,LQ08,资源成为祝福,我拥有的东西怎样成为别人的祝福？,时间、钱、技能、关系都容易只围绕自己和家庭。,徒20：35,徒20：35,路12：13-21,约12：24-26,拥有→分辨→给予,神给我的资源不只是为了拥有，也是为了给予。,挖根,今天往里走一步：当“我拥有的东西怎样成为别人的祝福？”出现时，我最怕失去、最想抓住或最想证明的是什么？,如果暂时不急着解决，我真正担心的是什么？,我目前更像：①被反应推着走 ②开始辨认根源 ③愿意停下来,为今天发现的根源写下一句话：我真正害怕/抓住/证明的是______。,伙伴只问“你发现了什么？”，不急着给答案。,把自己的发现带进一个具体关系。,从拥有转向管家,A,待编写
W32D03,3,32,III 进入生活,LQ02,LQ08,资源成为祝福,我拥有的东西怎样成为别人的祝福？,时间、钱、技能、关系都容易只围绕自己和家庭。,林后9：6-8,徒20：35,路12：13-21,约12：24-26,拥有→分辨→给予,神给我的资源不只是为了拥有，也是为了给予。,回经文,回到林后9：6-8：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“我拥有的东西怎样成为别人的祝福？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用林后9：6-8安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从拥有转向管家,A,待编写
